VideoID,CommentsTotal,CommentsClean,CareScore,FairnessScore,LoyaltyScore,AuthorityScore,SanctityScore,CIIndex,NarrativeLabel,SilhouetteScore,VideoCommentAlignment,CollectiveAction
cl6ZubH-AGI,2.0,2,0.5560962709236431,0.7773173491571782,-0.1182164917632045,-0.2541804309753672,0.2095630387541928,0.924,Good health (benefits),-0.11692388,0.6079083,0.0232558139534883
XQu0kCL6MzU,,0,1.2498791038413568,-0.154855598018261,0.269250092180247,0.314143532597026,0.3374130783759456,0.703125,Noise,,,
dgQHOxu_xdE,,0,0.409377624357722,-0.1064633062879045,0.6160123111968426,-0.2875991421252155,-0.2686239698032826,0.9027777777777778,Noise,,,
w7Z6-b0LIlE,0.0,0,0.293026283152183,0.5800510803618999,1.02965777552716,-0.1636511897083734,0.63295005439379,0.3235294117647058,Educate (inform),-0.10636351,,
HZgNRruLUww,6.0,6,0.3613081236264084,0.1008960149361546,-0.1646537797113513,-0.4057308184109234,0.9529881136251676,0.9899328859060404,Good health (personal),-0.16187438,0.50638294,0.0093405156012176
y87eMY1DVFE,,0,0.6894219769567195,-0.1654284481834748,2.555030058676427,-0.2271109296834703,-0.3114490236166484,0.7677165354330708,Noise,,,
E9hlvylCiGk,0.0,0,-0.0456651769569134,0.1250936281280961,-0.1713676910012576,-0.3836128151690631,-0.1092630942899562,0.9821428571428572,Good health (personal),-0.1803979,,
NfMcnhvuSDA,,0,-0.1741608148300722,-0.2599908105491302,-0.1868843741919171,-0.3286707278126684,-0.3578341648723214,0.939252336448598,Good health (personal),0.005700718,,
9kw7nWI6WEM,,0,1.2428474934547928,3.3015720794020145,-0.0947266818392179,-0.0577353004627998,7.956897399498519,0.7045454545454546,Noise,,,
yL3sM_m-Nfk,0.0,0,-0.1485533345546014,-0.0052791518517989,-0.1630465393802963,-0.3017112591728187,-0.0619313421522861,0.7115384615384616,Good health (personal),-0.107864745,,
_iJiOitaNuk,2.0,2,0.195024707363967,0.0264097984965443,0.0424548488874928,-0.2773493496320031,0.1984778195008033,0.7810357958872811,Good health (personal),0.009774961,0.26159218,0.0
XmpqQfH2vsU,56.0,41,-0.1433065334461637,-0.2532262349040154,-0.0732254642798388,-0.346139393375066,-0.1835635356352468,0.7166666666666667,Good health (personal),0.036853645,0.40334997,0.0057765286776042
KJLzwHXaq24,36.0,27,1.0555485981219068,-0.1732916711562034,2.250144149944394,-0.296076043859129,0.2165205437967126,0.77,Choose (personal),0.0103417635,0.3759386,0.0147707231040564
UImDIfbY7T8,0.0,0,1.1479448883834134,0.340998678536386,7.415058110840696,-0.2635737754673712,-0.0911132698914656,0.3942307692307692,Educate (inspire),0.015072274,,
CkUfS-a7H9c,0.0,0,1.371308105974799,15.267078379233608,2.6553092036383834,0.5278428566265931,0.9767742649590092,0.0999999999999999,Fight (convert),0.021179821,,
gZqpjF6i3-A,10.0,10,-0.1587877341961359,-0.2778524343168383,-0.0114175245490854,-0.2326192273066698,0.0875337028393833,0.8333333333333333,Good health (personal),0.015980924,0.38136292,0.0125
uGb-fPjMWTc,,0,1.2291397985405594,1.1907093108295888,0.6016001274806353,-0.0205860149480102,1.294147657027645,0.7452830188679245,Noise,,,
488RxlZUYts,2.0,2,0.1891652279729149,-0.2581847668004747,-0.16921374780907,-0.3906305127419672,-0.0784606970748156,0.7992700729927007,Good health (personal),-0.0013884674,0.019494092,0.0
Il0Pi6wCg68,,0,-0.1598175889439979,-0.1233385603981042,0.4918057095079766,-0.4159489125817541,-0.0626810428703552,0.9375,Noise,,,
T6vrIORG74o,1.0,0,0.1283251350809903,-0.0367044000311,-0.0532842669025991,-0.3033853085821158,3.1803894917773574,0.9736842105263156,Good health (personal),-0.103321075,,
X0CT3lfqPD4,0.0,0,1.5541374570305095,2.0506151468554967,1.7875803436608098,-0.178341460232957,3.714926217014102,0.3051948051948052,Educate (inform),-0.15594065,,
PryjsXNqsQI,0.0,0,0.3106491442457842,-0.2130957174564857,-0.0557539632917262,-0.3041184895826418,0.6572632122246479,0.7060810810810811,Good health (personal),-0.11644533,,
YjJ9YN511UY,0.0,0,0.6092792879713341,1.7424735375770064,-0.0860594441559788,-0.1854711186728396,0.9797796365369073,0.3804347826086957,Educate (inform),-0.036121555,,
5TuBvwWVGyU,54.0,51,-0.1518423619858456,-0.2510016407249333,-0.1653132900856731,-0.3561811396111007,0.0246164508249143,0.9514767932489452,Good health (personal),-0.02999033,0.64009035,0.0097312770667817
oZkSG10ikFM,49.0,40,-0.1004651241859038,0.2403832490846236,-0.1259329994729607,-0.3015847290391757,-0.2295228813121343,0.7944444444444445,Good health (personal),-0.0746624,0.5180669,0.0091771224202765
XbHSh5MoxLQ,3.0,3,1.2146770564740943,6.043167612120249,0.5472829599736962,-0.0613307275350628,2.8482840407974,0.6647727272727273,Choose (discuss),0.16453423,0.49745834,0.0
X0fflPUFvRU,2.0,2,1.4254126225370145,7.47376446920052,3.639246437092919,0.5668972472014173,3.267348432874831,0.7023809523809523,Choose (discuss),0.11365811,0.53781146,0.0
oFT_G9gIQSw,,0,0.5129148410780441,0.1144818666309388,2.3256884722951034,-0.2199377452603867,-0.1033596777438322,0.8992537313432836,Noise,,,
DFq0qfkzWYs,0.0,0,0.8041374182895905,0.4059060047141404,0.047905563832211,-0.3053056718987655,0.3229310077900695,0.6612903225806451,Good health (benefits),-0.055577338,,
xX3hfXLgYmk,,0,0.704714576225885,0.2183681667045514,-0.1675050805254974,0.2008908573076596,2.1573459061882376,0.858974358974359,Noise,,,
BcAlbRrIW8Y,0.0,0,0.0207027730594851,-0.1172318905972758,-0.1434264986718472,-0.3694488803355891,-0.1519317449573952,0.7760416666666667,Good health (personal),0.0026221515,,
7HkFaKINLcU,,0,1.0631801138655632,2.9142137552355485,-0.1310147582468338,0.8087688918472715,2.6103674107336494,0.7244897959183674,Noise,,,
G2v1hR--CSQ,1.0,1,1.4061874014100386,2.550404757558852,0.0710204921220592,-0.4147196659937484,0.8591982471975314,0.75,Good health (benefits),-0.0059571913,0.08454868,0.0
cBcQX0_xfDI,0.0,0,0.1265336659271806,0.3218881423114214,0.1850520465620955,-0.3439898691300431,3.624323758362688,0.803030303030303,Good health (personal),-0.115539685,,
kz67kqdWiO0,1.0,1,0.2975763729170297,-0.2305228313508238,-0.0512489132826516,-0.3490033858449417,-0.1258978882630707,0.9558823529411764,Good health (personal),-0.13501959,0.11703566,0.0
judnY4rRCJA,0.0,0,-0.0022079741097947,-0.2609741912076765,-0.1762827509476726,-0.362323121387441,0.0344942362817018,0.9257425742574256,Good health (personal),0.036079254,,
oJ4ftPue2lk,,0,0.2540378141400261,0.27978611737875,1.5376360418685322,-0.3914734058228273,0.8536707569191215,0.7583333333333333,Noise,,,
FH9_O8aQHYA,32.0,32,1.40736904396911,0.3089956296849841,0.956438839008432,-0.2866303313462242,0.6752696576349103,0.9903846153846154,Good health (benefits),0.022299265,0.6009467,0.0052158461136165
czNl4r2eeqg,4.0,4,-0.1543680917850066,-0.3092637519494614,-0.0466379276916804,-0.3955928575990738,-0.1482722586535806,0.9883720930232558,Good health (personal),0.045560874,0.30572107,0.0
YAlQYk14_jM,1.0,0,0.58448990903349,0.3445037055254164,-0.0806288402222054,-0.1905854527991956,0.5154569382274016,0.7432432432432432,Good health (benefits),-0.07580399,,
EOXL8w1iCnQ,0.0,0,0.228262616856171,1.3867977872277646,0.0421069272509131,-0.3652031902894982,0.0960772105289404,0.6866666666666666,Good health (personal),-0.18464705,,
KwtNqphbdt8,20.0,17,0.1140082904248562,-0.1555345536612991,-0.1857548110976069,-0.3146290599875178,-0.2481435384492198,0.9678217821782178,Good health (personal),0.044324026,0.20968843,0.009723283252695
M8FCrJ2Wap4,0.0,0,0.9705720399135628,-0.0418044836723486,-0.1001239242100548,-0.3787524886711751,2.6591500540389283,0.6691176470588236,Good health (benefits),-0.10001989,,
1VtGtCjMuqY,3.0,3,0.0779158609616809,-0.3038852385261025,-0.1347874485264812,-0.2149802472561968,-0.20158066462994,0.956,Good health (personal),-0.011370672,0.36863852,0.0
EtQg5zjMMA4,0.0,0,1.3825411022314409,-0.1087030084981044,-0.0558702928131071,-0.3947783327225007,0.5144459615805467,0.8319672131147541,Good health (benefits),0.03981286,,
kuZXVu7Byx0,1.0,1,1.3538594632392058,0.0573073887257278,3.1044410802446545,-0.2924517031322015,1.2746703878258174,0.3660714285714286,Educate (inspire),0.0475725,0.25928354,0.0909090909090909
rRJD67C8Wbk,0.0,0,0.2829163460603284,-0.1089029091256637,-0.1120648627713179,-0.3692664319689385,3.3179948142711693,0.8315217391304348,Good health (personal),-0.020950906,,
3L7K4Fvv5XQ,9.0,7,0.2015259144927072,-0.2495148764108709,-0.0837943913568313,-0.3620172242033156,0.9752205395723552,0.804,Good health (personal),-0.018343108,0.35899973,0.001098901098901
lwkPCrlXhPw,0.0,0,1.240231457237566,1.4336926448235212,4.123254454881469,-0.1816605736271001,3.685285121651484,0.1923076923076923,Educate (inspire),-0.05652731,,
LjKh-n8c0pg,0.0,0,-0.0531162134538141,-0.2557789668237056,-0.1644073423889862,-0.3852728646853354,0.2200404639816541,0.8846153846153846,Good health (personal),-0.0032240436,,
49FEafw-KAU,,0,0.0586202827634307,0.0118267986328427,-0.0501697447335652,0.1661639456276499,0.4576676179838626,0.7208333333333333,Good health (personal),0.01929563,,
_iHJiLwkhLI,6.0,4,0.4757061744142072,0.3303398538919338,-0.074652944525044,-0.275986407893333,-0.1827797078488897,0.8294117647058823,Good health (benefits),-0.013277607,0.2899782,0.0
-DFqBnnXj40,23.0,19,1.4379962786310374,2.536700287893134,0.0245129934568659,-0.3937860532233158,-0.09955073451153,0.9571428571428572,Good health (benefits),-0.014473723,0.4580768,0.0061403508771929
0qbXbxNXVl8,1.0,1,1.2288214995877311,-0.2274836896666936,-0.1726765644657137,-0.3896209941400592,1.1217328758846468,0.737037037037037,Good health (benefits),-0.01470189,0.31283164,0.0384615384615384
Q7lgR6mWTu4,0.0,0,0.0401218412767592,-0.2257768082230005,-0.1809886334355825,-0.3585401455090317,-0.3065532238622048,0.9285714285714286,Good health (personal),-0.08279155,,
w-7FT8s41Ns,17.0,10,1.522891721370373,6.6340055730881975,0.0434252367145147,0.3302402995513953,1.423978236896744,0.788135593220339,Choose (discuss),0.120780155,0.49685895,0.0029411764705882
ULbM4dEltPk,,0,-0.120749174705765,-0.245000056881556,-0.0400059977390313,-0.4216299074499416,-0.2583236731205205,0.8300000000000001,Noise,,,
MSXPO0VVKc4,0.0,0,0.6995216900083434,-0.0469005276362119,-0.0338380321358582,-0.2192753579772886,0.2526439700773563,0.6555555555555556,Good health (benefits),-0.028714363,,
r3Wr2vqp_2U,0.0,0,0.1263133859523835,0.6020615796102302,-0.1245493148833641,-0.3218005458589869,-0.4453325326056011,0.6914893617021276,Good health (personal),0.006768227,,
Iw6lfbCPD50,4.0,3,1.1368583951422726,1.6678135063189612,1.3924893806290468,-0.3095008551537528,0.5896337444525109,0.9528301886792452,Good health (benefits),-0.068279356,0.5586643,0.0
TOlG9Q3kbc8,0.0,0,0.1984684099181305,0.5498919359126739,-0.1358355499805085,-0.350467967955288,-0.1963633380606621,0.7987012987012987,Good health (personal),-0.05478571,,
bc7cX97-C1E,2.0,2,-0.0957231822654382,-0.2539792996061695,-0.1385388920335846,-0.3864480279545425,0.0493480050029375,0.7727272727272727,Good health (personal),-0.07574214,0.2875568,0.0
kWLDP18M8Qc,,0,0.3231667003166429,-0.2362969433156092,6.5937917664855785,-0.2697458909847469,-0.2973208703595349,0.8923357664233577,Noise,,,
VaPqlQJAy8w,0.0,0,-0.0930855936289096,-0.0337316322390747,-0.0171140687821813,-0.4100362448426651,0.540325755702212,0.9476744186046512,Good health (personal),-0.13471012,,
Lz09f629dSM,,0,1.284728956178162,-0.1573610494089136,-0.127259620646448,-0.4010185481979834,0.4351713490275314,0.9409722222222222,Noise,,,
oM6FCT-7tjE,2.0,2,0.5133514467821134,0.7443723489843599,-0.1820273803440738,-0.3458463334134237,1.0266108080047756,0.7745098039215687,Good health (benefits),-0.08502469,0.12448094,0.0
1hfeXIPAL_M,,0,0.6108012450123715,-0.0200907467330965,0.8129048445165317,-0.0668265228614497,0.593450124667615,0.8760683760683761,Noise,,,
VHr1d04v7HQ,,18,0.8266412433141122,-0.1102719431109081,-0.1458228065059178,-0.291196698367812,-0.3994746621052164,0.8619631901840491,Good health (benefits),0.031595808,0.5419695,0.0159758347783557
oYhZpPPSUrU,0.0,0,-0.1011606848796709,0.0697744852816981,-0.1519332096462183,-0.2794248361652471,0.457781664303883,0.8531746031746033,Good health (personal),0.014126676,,
9cn29G9-NSA,3.0,3,1.508671025441008,0.1218124862189032,2.162126870765704,-0.3977523052132468,0.1657468654155648,0.9893617021276596,Good health (benefits),-0.039330088,0.53099126,0.0
doAt70uBmQg,0.0,0,-0.0683615844256418,0.6957362273992731,-0.1334500949794978,-0.3356887124647186,0.761644097185585,0.3421052631578947,Educate (inform),-0.025797172,,
8IlXZTj6y4w,2.0,1,-0.1730154515830947,-0.1972591495432048,-0.1790081692234305,-0.1806618252778231,-0.3821970787607056,0.880281690140845,Good health (personal),0.035667483,0.15959822,0.0
6VFy-l_A-6s,0.0,0,0.1697678190464432,0.1124845450638511,-0.177640100782207,-0.3088607834896114,0.0086308639240911,0.8083333333333333,Good health (personal),-0.10781045,,
jPKTBY1eFBc,,0,-0.1325754324745416,0.0712104184982587,0.000726807117164,-0.4133636117622585,-0.2520468596358589,0.9471153846153846,Noise,,,
jtiRUKzPhRs,0.0,0,-0.0997308368226774,-0.0444922821148374,-0.1686155456164306,-0.3873528105146489,-0.1988316235760206,0.859375,Good health (personal),-0.13392992,,
78EUPfM4npM,2.0,1,1.3781024616298758,7.709346860612725,1.203660525217464,-0.3426673672737534,1.717374154642506,0.9385026737967914,Choose (discuss),0.053418335,0.1093196,0.0
oOX1RhxBenQ,0.0,0,-0.1431759952516706,0.4816812586576808,-0.1089921802240272,-0.202875267981804,0.8666137495768563,0.28125,Educate (inform),-0.06509057,,
rQaAfH1DzIY,6.0,5,-0.1725349127862917,-0.3425960901574836,-0.145752676095247,-0.2920191083515979,-0.3629648713551091,0.9366197183098592,Good health (personal),-0.00990985,0.3334053,0.0095238095238095
R3IjqWfwcoM,7.0,7,-0.0978967348460589,-0.2052029849121854,-0.0255778101093796,-0.3224744067386241,2.075673489576162,0.9438775510204082,Good health (personal),-0.048237782,0.49047723,0.0
paIZ_99eRY4,27.0,24,-0.0648463670256135,-0.0936504278398769,-0.1167929121133908,-0.3593602684289537,-0.1041268572590444,0.9625850340136056,Good health (personal),-0.06404578,0.5584518,0.0113512085286278
M_T5UKEiE9E,0.0,0,0.1157646701026127,-0.1179345408502684,0.2168952683253986,0.0448548725682703,0.0250776570121669,0.8134328358208955,Good health (personal),0.009260419,,
TWlcnQSFmTM,0.0,0,0.7445776459756891,-0.0244268060093298,-0.1712842297322195,-0.1678876166673502,1.6255474251674362,0.3484848484848485,Educate (inform),-0.0716696,,
kejklEbfsmE,,0,1.5035964994104585,1.613577015126943,0.0503046709170919,-0.1469032794041282,7.820379311038667,0.7602739726027397,Noise,,,
aT-1W4fLdNI,,0,0.6428801152678956,-0.043481547587001,-0.0243102198582064,-0.3804739874786699,0.0434316020502969,0.9323204419889504,Good health (benefits),0.017329639,,
ueLHoH9VbG0,61.0,53,1.4429640934681685,0.1440556020470693,6.514873543844642,-0.419454888184419,0.0711211878243227,0.7222222222222222,Choose (personal),-0.1135433,0.68506986,0.0082984257486207
wonMWShkXbg,0.0,0,1.3017645049398332,0.4951972221221863,0.8921554208295007,-0.1736059940250122,2.3980152769217167,0.0714285714285714,Educate (inform),-0.030850632,,
PjOu8Vtazj4,10.0,9,1.4875997950710471,16.78001364360278,1.7271902932995342,0.0316280549760583,5.515668911112841,0.2083333333333333,Fight (convert),0.020128442,0.5322469,0.0018518518518518
xXmyl96RtAA,0.0,0,0.7419072834122884,-0.0154418388988252,1.148746681339024,-0.3341328200473033,0.1234513474283914,0.8516949152542372,Good health (benefits),0.0060011474,,
S2Lc4_Va90A,2.0,2,-0.0131079498643917,-0.1330935661018388,-0.1279968561201145,-0.4170677652764539,-0.0152504958900853,0.9545454545454546,Good health (personal),-0.103416845,0.519602,0.0
M9alc6JaMDc,0.0,0,0.0843191381719741,0.0002338665248565,0.4470794062559584,-0.3539881898605779,0.001490718664339,0.6443298969072164,Good health (personal),-0.0035739194,,
tnioycZXloM,0.0,0,1.1325638173236103,1.976926177957245,0.6467129797359481,-0.2687481282738715,1.799609063862428,0.924,Good health (benefits),0.006685191,,
n7hx1zMGTZw,153.0,107,1.520077741321989,1.3650570768372725,-0.171078932218895,-0.2032760639623247,4.56967979107892,0.65,Good health (benefits),-0.07430134,0.6973307,0.0089055045869789
qICec3VI-Dg,4.0,4,-0.175484322181516,-0.262007950085094,-0.154560989135924,-0.3945466742055565,-0.4448938638738442,0.8382352941176471,Good health (personal),-0.046501458,0.31602514,0.0
yDwMR1jLOvA,,0,0.6525673043269344,0.3644702910531398,0.1316659397027608,-0.2200093332301188,0.8571046421608894,0.7537313432835822,Good health (benefits),0.012629839,,
TUZ5qgxOlr8,15.0,13,1.334751996694051,0.6200229997129836,0.0173762117371668,-0.4040403002279452,1.2404876365446085,0.9628571428571427,Good health (benefits),-0.05136524,0.5687468,0.0179490968964653
JKmaAFmOW6Q,0.0,0,-0.1199427936093784,9.824781529537072,-0.0496572753331625,-0.3858658314462545,-0.0581769493775905,0.9728260869565216,Good health (personal),-0.07683802,,
nDEoPgDqydU,229.0,53,0.2319517498116224,-0.2484684369317958,-0.162005286912883,-0.3069208318058929,-0.1171955991031375,0.8940217391304348,Good health (personal),-0.044772588,0.53349954,0.0067709874976465
ZHD2OLyEsjQ,,0,0.6187751592322572,-0.2642963639208043,0.076704749479672,1.268706047255706,0.6316845215284983,0.9,Noise,,,
YfShKoIIJ3Y,127.0,106,1.4565869324108702,-0.256263709994785,0.0297270110953582,-0.4026981860813246,0.5119571771735064,0.8902439024390244,Good health (benefits),-0.0055227457,0.5742205,0.0072748057023234
78Nfu78o5zQ,629.0,45,1.3481239904127642,1.94071708222689,1.3793027295678209,-0.1764991489514791,7.146313085575094,0.7307692307692308,Choose (discuss),0.04894401,0.5404858,0.0038869986060619
QEZ3x9ouNZk,,0,1.3016342998281838,2.58596641799886,0.1154655739186918,-0.0507830090886817,0.6916920634595852,0.8920765027322404,Noise,,,
S2WykiQVT3o,3184.0,55,1.360676796266927,4.071409594520008,0.5729669465840995,-0.0454649157537299,1.573135572006094,0.7470588235294118,Choose (discuss),-0.048083503,0.25336155,0.0018765225263134
UVy4Y3HoQQw,1187.0,122,-0.0902922860911385,-0.2748613702281356,-0.1681876216211379,-0.3785050982170246,-0.0102931617094142,0.9577777777777778,Good health (personal),-0.06428315,0.40146166,0.005159885483769
4A5ncMJ_Dek,6106.0,140,1.409192378642036,8.725722988126535,0.4819392108269514,0.5673978653856888,2.30365151702935,0.2555555555555555,Fight (convert),0.07752205,0.6452938,0.0064900309569213
RhMx4PBCUkQ,141.0,97,1.437649249056446,15.21899897229158,0.3185326006026649,-0.3237486601597595,1.564837484748994,0.6547619047619048,Choose (discuss),0.20364136,0.75312084,0.013785175348346
fk6SsveTo3Y,,0,0.8987921527270832,0.1163437050268875,-0.1886970669128784,-0.1625753319004543,3.557287097397331,0.2083333333333333,Noise,,,
wfzM-3GvlgY,,0,1.3379940327264508,2.5623872015194693,-0.1612414815011969,-0.3357550899479491,31.192975131748785,0.9514285714285714,Noise,,,
viLT-XuxAdo,,0,-0.1649988315115414,-0.1063717704590819,0.0709455203841673,-0.4340434369982351,-0.4531330215362563,0.9166666666666669,Noise,,,
fuxE814gJy4,399.0,156,1.5586752921966127,1.668375619275297,-0.0648253026575215,-0.3705100253372705,3.1285082314752963,0.8529411764705883,Good health (benefits),-0.04537709,0.49678084,0.0052445009034536
kPJL0EH0IK0,374.0,190,-0.1139062156733749,0.1796461742588568,-0.1963495360241782,-0.2113387966121618,-0.3399366693725454,0.8546511627906976,Good health (personal),-0.067045234,0.6243713,0.0058051660938299
WG34qpMI1lg,1194.0,76,1.356119350180451,3.486294026777228,0.1844381387368358,2.1750312271537333,5.318849350020915,0.7115384615384616,Choose (personal),-0.13481903,0.628872,0.0099797284619592
ghjdef3Gs6Q,242.0,183,1.489106861349658,-0.235465494380066,0.0226205851856763,-0.2410172971070647,3.847242787702793,0.9269662921348314,Good health (benefits),0.04395087,0.46981737,0.0065675230995043
M0akI8nnhEk,318.0,89,-0.057818889003742,0.1757440814016369,-0.1467200466970102,-0.3348290683156837,-0.314586750837708,0.9174757281553398,Good health (personal),-0.02720111,0.6638635,0.0090930095379495
8N3HKziF0xs,,0,0.0748331703367797,3.1865070319008426,4.086358952520347,-0.1509665976380076,4.2445330154281145,0.0499999999999999,Noise,,,
XEMfTs_S9CE,3620.0,110,0.1898258897781383,2.424121000619755,-0.0787778470962017,-0.3224834688703359,-0.1979810517003566,0.9652777777777778,Good health (personal),-0.17074567,0.64166486,0.0082472615771018
7Udo2LyTbmo,5.0,5,-0.173603638480139,-0.2133336055435822,-0.1516088923479267,-0.4270841863471503,-0.4024823365052001,0.96875,Good health (personal),0.0088413125,0.015711332,0.0
SrkskSViGAY,805.0,20,1.5425995563824566,0.8122257774603683,-0.1102818317838409,-0.3695689081265729,2.373282439203514,0.6434262948207171,Good health (benefits),-0.08644916,0.48612502,0.0135063226030567
LVSY3eNpzdc,,0,0.812730599420107,-0.3107589941514891,0.7615817969767633,-0.4232228211155726,18.168337238252647,0.9043715846994536,Noise,,,
Q3VepW5FT8Q,148.0,94,1.5133169967538724,0.4258087162398001,0.0260836714422955,-0.3481352776457493,1.4848672689213356,0.9732142857142856,Good health (benefits),-0.060919844,0.72737616,0.015848116400747
60NsfyTcGw4,853.0,173,0.9323819900709928,0.9652733934094349,2.8816769302038936,-0.3029045036435774,0.3492550955695704,0.882716049382716,Choose (personal),-0.156485,0.72507054,0.0165036812701631
gnw72D6MCzk,,0,0.4126426911985161,0.0230146036330141,-0.1706525741979286,-0.217970028238588,0.5910874669587499,0.60546875,Noise,,,
OpAjpQDVaeE,256.0,124,-0.1080942994436958,0.7406707726696369,-0.1301595297625754,-0.2877754565674444,0.0083809511010075,0.9677661169415293,Good health (personal),-0.082806006,0.49938032,0.0102969959078996
YCde3v9_YJY,621.0,179,0.2335610208687071,0.1621315460979361,-0.0671785548018738,-0.3296023474882826,0.3452620020727663,0.7033898305084746,Good health (personal),-0.081188716,0.56803334,0.0069864232372737
LIddWfg5Sng,443.0,141,0.3368673773356657,0.4255375325157799,-0.1454688160018025,-0.4024552070767191,0.8891766493689492,0.9460059171597632,Good health (personal),-0.16734146,0.6456857,0.0064768987000037
YM-qiNGPg0s,507.0,50,-0.0963706347531788,-0.0785047534503373,-0.1082015868998733,-0.3531628516695019,5.6372741502520425,0.9380841121495328,Good health (personal),0.039128732,0.48172122,0.0080008262414277
C1V3ADuPO88,,0,-0.0224779086856091,0.081388304152129,-0.0264910886309346,-0.3783317311206958,25.738876170725487,0.9375,Noise,,,
27_rrQtuCSc,,0,1.5498625970037208,-0.0495964235486163,3.3352194624107656,3.8869234573360703,2.6406389508312373,0.90625,Choose (personal),-0.116071045,,
Gy3QU-MgBKM,,0,1.5588660756372248,16.153585581416817,2.593217002282308,3.8628590479143567,35.9255780376007,0.9,Noise,,,
sqR4uK3MzWY,145.0,83,0.5959037496811823,-0.3261289340389158,-0.0910360990925609,-0.2556376303670063,1.851193599876055,0.95625,Good health (benefits),0.028009973,0.40858874,0.0078302966325645
z_FG_cgRV44,272.0,170,-0.1750737503750098,-0.3145566350813409,-0.1581089821763441,-0.3668810147895665,-0.2666234969319802,0.6864035087719298,Good health (personal),-0.007542913,0.57858557,0.0087780061309473
ahSiXDT2RYE,226.0,143,1.0458096476327103,2.999194799909888,-0.1139225786882022,-0.4123308780267359,1.7355169950723757,0.9684684684684683,Good health (benefits),0.018132951,0.4411744,0.0058115700540443
VTxIf7LL-AM,87.0,17,-0.0450812488891709,0.9506874407770616,-0.1348076398438018,-0.3495072336696069,-0.239519318733114,0.9806201550387597,Good health (personal),-0.0577904,0.32732743,0.0103282859037334
rHNqoIAzx9Q,,0,1.4574044281433265,5.45634559769726,1.8027533155634443,-0.272131341656686,6.5705701904513125,0.6944444444444444,Choose (discuss),0.05158253,,
myaQuMYwWg0,2351.0,134,1.4506908317189218,3.300007655460372,0.0973674881702972,-0.3136813351718073,5.575443754759715,0.915,Choose (discuss),0.15901428,0.65057945,0.0078806017169814
cCOBpRdY0HM,1298.0,33,1.5068945539211258,-0.1309577723646503,-0.1367090539014099,-0.3639332956867311,0.9019769425597268,0.9195652173913044,Good health (benefits),-0.0016806683,0.29838654,0.0098159009449332
5ouIx2NQwWI,1185.0,90,0.3501679630800146,0.9752568310944584,-0.1887216464000143,0.2279188804475977,0.3743954950457802,0.7897727272727273,Good health (personal),-0.16905476,0.72006243,0.0093939712743259
fqapZarTTb8,2571.0,124,1.4313050539741063,3.4613628770096847,0.0637065660098905,-0.3159045047871094,6.283428284476445,0.9257425742574256,Choose (discuss),0.15619786,0.6728425,0.0055744801376724
XwzGm6rsOGo,280.0,161,0.7362108543074247,4.018627133574632,0.4773253800958125,1.5806170610265722,1.157563239741484,0.9765625,Choose (personal),-0.012818193,0.44407627,0.0090898870246681
OnF17fIMQ_g,,0,1.4947497300207695,1.9720999409663649,1.5896960266011428,-0.3655864265955825,14.907966243044296,0.7592592592592593,Noise,,,
6pejUnJ6fJw,248.0,126,1.1845991413256094,0.5999112031811353,0.0457706647234053,-0.3183559071082122,0.6070030254174552,0.9102564102564102,Good health (benefits),-0.0020910318,0.56584626,0.0092867835135329
CjEssLUUzvs,816.0,18,1.5025441713671972,5.818686000550555,-0.0799498727602838,-0.3365362801510077,5.891461917155257,0.9278846153846154,Choose (discuss),0.18719275,0.64157057,0.0107680125099899
u8YlCOCEUsk,5261.0,36,1.1215804907044495,0.27271012427207,-0.0817926746359655,-0.2684384751375848,2.9887727985521058,0.615909090909091,Good health (benefits),-0.034934707,0.5205184,0.0022389857764506
kNe51iIHtuE,798.0,173,0.9152679263801632,0.4539879115462095,-0.1489937725847341,-0.1888805184584307,0.1374619057544012,0.3723404255319149,Educate (inform),-0.050735276,0.57514405,0.0062640449737714
FFmjAX0OlPs,,0,0.7410287996767834,3.614997242512594,-0.1403383169940452,0.4864439863586305,0.5961985617026265,0.8552631578947368,Noise,,,
CJiJEJ_5nLs,109.0,19,0.6742468829025408,-0.2544808536320177,1.7515662611347658,-0.1659983966533998,-0.156104722835165,0.3230088495575221,Educate (inform),-0.055470783,0.5953244,0.0028079306920521
rsldt-poHCo,,0,0.5343234113398688,0.4925962495707615,-0.1613972701338983,-0.0044527889420864,-0.4290103939196133,0.8333333333333333,Noise,,,
DmADo8N3hQQ,19564.0,150,1.514974395610092,5.246828907598049,0.2327081443743433,-0.0459857730178014,9.209134676095047,0.6290322580645161,Choose (discuss),0.18341859,0.59220535,0.0077287359129464
PbHojNIgDek,184.0,102,-0.1279810979084176,-0.3181210797467096,-0.1194605293016167,-0.3874465562098074,-0.2948864854053741,0.8846153846153846,Good health (personal),-0.025130127,0.5766469,0.0068445633146351
DWUPxts6BWo,482.0,155,-0.1460599440715431,-0.2010118105674627,-0.1268520313727182,-0.3680698765186947,-0.2090249711609283,0.9583333333333331,Good health (personal),-0.06954291,0.35929227,0.0079973346464577
_kG8581aK7o,,0,0.8579780334928193,2.296077719624941,0.5677184660380895,0.6123136465794564,12.931320785117366,0.9220183486238532,Noise,,,
ynBklVb4anM,,0,1.5491938129644465,7.041077885197368,2.883456863659736,0.087239094158692,30.276574255423053,0.712962962962963,Noise,,,
